name	type	category	source	requirements	description	url
Good Folk	Region	Region	Heroes of the Streets pg. 5	Any City	People’s faith in you tends to run deeper than their trust of others. You gain a +2 bonus on Charisma checks and Charisma-based skill checks with creatures that have a friendly or helpful attitude towards you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Good%20Folk
Gravelwalker	Region	Region	Kobolds of Golarion pg. 9	Darklands, usually under warm<br>mountains	Having grown up navigating rockslides and<br>picking your way through partially collapsed tunnels, you<br>are able to determine the most stable path across difficult<br>terrain caused by rubble or other debris. You can move<br>normally through such obstructed spaces, and can run or<br>charge though them with a successful Acrobatics check.	https://aonprd.com/TraitDisplay.aspx?ItemName=Gravelwalker
Greenskin Stalker	Region	Region	Advanced Class Origins pg. 21	Isger, River Kingdoms, or Varisia	You’re a member of the Greenskin Stalkers. Due to your affiliation with this brotherhood of goblin slayers, you’ve learned to think and act like a goblin, as disturbing as that sounds. You receive a +1 trait bonus on Bluff, Knowledge, Perception, Sense Motive, and Survival checks against or concerning goblinoids. You can also attempt Knowledge checks concerning goblinoids untrained.	https://aonprd.com/TraitDisplay.aspx?ItemName=Greenskin%20Stalker
Grit Goggles	Region	Region	Kobolds of Golarion pg. 9	Darklands, usually under deserts	Exposure<br>to the constant hazards of airborne particles (such as during<br>a sandstorm or cave-in) has made your eyes less susceptible to<br>irritants, such as sand, dust, and even liquids and gases. You<br>gain a +2 trait bonus against being blinded by foreign objects<br>(such as from a Dirty Trick combat maneuver) and you halve<br>any reductions in visibility from the environment (such as<br>from certain storms) and their corresponding penalties. For<br>example, if you were in a sandstorm that normally reduces<br>visibility to 25 feet and imparts a –4 penalty on Perception<br>checks, you reduce visibility to 50 feet and take only a –2<br>penalty on Perception checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Grit%20Goggles
Guerilla	Region	Region	Dragon Empires Primer pg. 10	Dtang Ma	You have spent much time in the rainforests of Dtang Ma, and know its secrets. You gain a +1 trait bonus on Knowledge (nature) checks as well as Survival checks made in the rainforest. One of these skills becomes a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Guerilla
Guerrilla Mender	Region	Region	Healer's Handbook pg. 22	Must hail from Nirmathas or have lived there for at least 1 year.	With the help of a druidic healer, you narrowly escaped death by disease or poisoning while on the run from Molthuni militias, whether contracting the ailment was an accident or you were the victim of more sinister forces. Whenever you successfully use the Heal skill to treat an ally’s poison or disease, you grant the ally an additional +1 trait bonus on the saving throw against the disease or poison. Heal is a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Guerrilla%20Mender
Heart of Clay	Region	Region	Dragon Empires Primer pg. 14	Lingshen	You believe you are destined for an afterlife of service as part of King Huang’s terra-cotta army, so you do not fear death as others do. You gain a +1 trait bonus on Fortitude saves.	https://aonprd.com/TraitDisplay.aspx?ItemName=Heart%20of%20Clay
Heavenly Touch	Region	Region	Dragon Empires Primer pg. 18	Tianjing	Growing up, you were exposed to everyday miracles performed by your half-celestial friends, and some of this magic rubbed off. At will, you can touch a dying creature to stabilize it as a standard action.	https://aonprd.com/TraitDisplay.aspx?ItemName=Heavenly%20Touch
Heir of Chu Ye	Region	Region	Healer's Handbook pg. 3	Tian Xia	If you would take a penalty for using the Heal skill to treat deadly wounds without one or more uses of a healer’s kit, that penalty is reduced by 2 (minimum no penalty). Additionally, a creature can benefit from you treating its deadly wounds if you do so within 48 hours of its injury instead of within 24 hours.	https://aonprd.com/TraitDisplay.aspx?ItemName=Heir%20of%20Chu%20Ye
Hermean Paragon	Region	Region	Inner Sea Primer pg. 20	The Steaming Sea	You are a product of Hermea’s breeding programs—either your parents were chosen to be citizens, or you were, but later failed to live up to the island’s high standards. Whatever the case, you are quicker than normal members of your race, and gain a +2 trait bonus on Initiative checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Hermean%20Paragon
Highlander	Region	Region	Ultimate Campaign pg. 63	Hills or Mountain	You were<br>born and raised in rugged badlands or<br>hills, and you’ve become something<br>of an expert at evading the predators,<br>monsters, and worse that haunt<br>the highlands. You<br>gain a +1 trait bonus<br>on Stealth checks,<br>and Stealth is always<br>a class skill for you. This trait<br>bonus increases to +2 in hilly or<br>rocky areas.	https://aonprd.com/TraitDisplay.aspx?ItemName=Highlander
Holy Tattoo	Region	Region	Undead Slayer's Handbook pg. 9	Varisia	When you had your deity’s holy symbol tattooed on your body by a Sczarni tattooist years ago, you never imagined it would save your life. Your holy symbol tattoo functions in all ways as a holy symbol (Pathfinder RPG Ultimate Equipment 57). When you use your holy symbol tattoo to keep a vampire at bay, the DC for the vampire to overcome its revulsion is 28 (rather than the normal 25).	https://aonprd.com/TraitDisplay.aspx?ItemName=Holy%20Tattoo
Home Port	Region	Region	Pirates of the Inner Sea pg. 15	The Shackles	You have a fondness for a particular port, and the people who live and do business there return the sentiment. You gain a +2 trait bonus on Diplomacy checks to gather information in your chosen home port.	https://aonprd.com/TraitDisplay.aspx?ItemName=Home%20Port
Honeyed Tongue	Region	Region	Dragon Empires Primer pg. 8	Amanandar	Having matured in the melting pot of New Oppara, you know the customs of the Tian- Shus as well as those of the Taldans, and you utilize this knowledge to create peace between rival groups. You gain a +1 trait bonus on Diplomacy checks, and Diplomacy becomes a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Honeyed%20Tongue
Hongal Bloodrider	Region	Region	Dragon Empires Primer pg. 11	Hongal	You belong to one of the nomadic groups of horseback riders that range throughout Hongal. You gain a +1 trait bonus on Handle Animal and Ride checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Hongal%20Bloodrider
Huldra's Luck	Region	Region	People of the North pg. 21	Lands of the Linnorm Kings	At some point in your life, you were touched by a fey creature called a huldra and inherited a bit of its luck. Once per day, you may choose to gain a +1 luck bonus on a single saving throw, attack roll, or skill check.	https://aonprd.com/TraitDisplay.aspx?ItemName=Huldra's%20Luck
Humble Beginnings	Region	Region	Varisia, Birthplace of Legends pg. 27	Varisia	You didn’t have any intention of becoming an adventurer, but a single, unexpected confrontation changed everything. Choose one of the following: boot, bucket, frying pan, mug, rolling pin, spade, or stool. You are treated as having the Catch Off- Guard feat when wielding the chosen item. (These items should all be considered improvised melee weapons that deal 1d4 points of bludgeoning damage.)	https://aonprd.com/TraitDisplay.aspx?ItemName=Humble%20Beginnings
Hurricane Savvy	Region	Region	Pirates of the Inner Sea pg. 15	The Shackles	You are used to sailing in the terrible winds that roll out from the Eye of Abendego, and can apply the skills you’ve learned to any storm. You treat wind effects as one wind force category less than they actually are, both for any personal checks you must make and for any you make to captain or steer a ship.	https://aonprd.com/TraitDisplay.aspx?ItemName=Hurricane%20Savvy
Hwan Artist	Region	Region	Dragon Empires Primer pg. 12	Hwanggot	You grew up in Hwanggot, and your artistic talents were cherished and honed from an early age. You have been nurtured on the artistic spirit of Hwanggot. Choose one Perform skill. You gain a +1 trait bonus on checks with that skill, and it becomes a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Hwan%20Artist
Iadaran Illusionist	Region	Region	Inner Sea Primer pg. 10	Kyonin	You have lived in Iadara for so long that you are very familiar with illusions. You gain a +1 trait bonus on caster level checks with illusion spells and a +1 trait bonus on Will saves to disbelieve illusions.	https://aonprd.com/TraitDisplay.aspx?ItemName=Iadaran%20Illusionist
Imperial Soldier	Region	Region	Inner Sea Primer pg. 13	Molthune	You’ve served in the Imperial Army of Molthune. Choose one of the following skills: Heal, Intimidate, or Ride. You gain a +1 trait bonus on that skill, and it is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Imperial%20Soldier
Indentured Blacksmith	Region	Region	Dragon Empires Primer pg. 13	Kaoling	As a former slave of the hobgoblins, you were forced to make many of the weapons and shields that your captors used in war. Choose either Craft (armor) or Craft (weapons). You gain a +1 trait bonus on the chosen skill, and it becomes a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Indentured%20Blacksmith
Inspiring Speaker	Region	Region	Inner Sea Primer pg. 7	Galt	You have learned the arts of oratory, and know how to speak to crowds to rile them up or to calm them down. You gain a +1 trait bonus on Bluff and Diplomacy checks when addressing crowds of 10 people or more.	https://aonprd.com/TraitDisplay.aspx?ItemName=Inspiring%20Speaker
Instigator of Rebellion	Region	Region	Dragon Empires Primer pg. 15	Minkai	Your rage over the political repositioning within Minkai has led you to incite rage within your compatriots. You have become adept at organizing rallies in opposition to the government. You gain a +1 trait bonus on Diplomacy and Intimidate checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Instigator%20of%20Rebellion
Intrepid Delver	Region	Region	Dragon Empires Primer pg. 12	Jinin	One of the elder elves in Ayajinbo told you many stories of the Darklands beneath the city, and your nerves have hardened to horrors others can hardly fathom. You gain a +2 trait bonus on saving throws against fear effects.	https://aonprd.com/TraitDisplay.aspx?ItemName=Intrepid%20Delver
Iobarian Survivor	Region	Region	Healer's Handbook pg. 3	Iobaria	Whenever you are exposed to a disease while you are trying to treat an afflicted creature, you gain a +4 trait bonus on your Fortitude saving throw to resist contracting the disease yourself.	https://aonprd.com/TraitDisplay.aspx?ItemName=Iobarian%20Survivor
Iron Lungs	Region	Region	Kobolds of Golarion pg. 9	Darklands, usually under marshlands	Due to the constant intrusion of marsh gases seeping<br>into the tunnels and chambers of your lair, you can hold<br>your breath for twice as long and gain a +2 trait bonus on<br>saving throws against the effects of inhaled poisons.	https://aonprd.com/TraitDisplay.aspx?ItemName=Iron%20Lungs
Iron Mind	Region	Region	Knights of the Inner Sea pg. 9	Hellknight	You gain a +2 trait bonus on saving throws against spells and effects that would reduce your Intelligence score or cause you to forget something.	https://aonprd.com/TraitDisplay.aspx?ItemName=Iron%20Mind
Isger Fixer	Region	Region	Halflings of Golarion pg. 30	[Halfling] Isger	Everyone in Isger knows how to make do with substandard equipment, and you can improvise tools and materials in order to keep a damaged object working for just a little bit longer. Once per day, you can tinker with a broken object to allow anyone who uses it to ignore the penalties for its broken condition for 24 hours (this does not affect the object’s hit points). At the end of this time, it regains the broken condition (but you can use this trait on it over and over again).	https://aonprd.com/TraitDisplay.aspx?ItemName=Isger%20Fixer
Isgeri Orphan	Region	Region	Inner Sea Primer pg. 9	Isger	You grew up in one of the many Asmodean orphanages that dot the Isgeri countryside. Whether or not you took to their teachings, your strict indoctrination at the hands of the “devil nuns” has toughened your body to punishment. You gain a +1 trait bonus on Fortitude saves.	https://aonprd.com/TraitDisplay.aspx?ItemName=Isgeri%20Orphan
Issian Noble	Region	Region	Inner Sea Primer pg. 5	Brevoy	You are a scion of one of the warring noble houses of Brevoy, and are well versed in maneuvering though the cutthroat world of Brevic politics. You gain a +1 trait bonus on Knowledge (nobility) and Sense Motive checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Issian%20Noble
Jadwiga Medicine	Region	Region	Healer's Handbook pg. 3	Irrisen	Once per day as an immediate action when you cast a spell of the healing subschool or a hex that produces the effect of such a spell, you can attempt an Intimidate check to demoralize your target or anyone who can see you within 30 feet. You gain a +2 trait bonus on this check.	https://aonprd.com/TraitDisplay.aspx?ItemName=Jadwiga%20Medicine
Jungle Diplomat	Region	Region	Dragon Empires Primer pg. 19	Valashmai Jungle	You know the ways and mores of the tribes of the Valashmai Jungle, and how to handle delicate communications with different groups of people. You gain a +1 trait bonus on Diplomacy and Sense Motive checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Jungle%20Diplomat
Jungle Guide	Region	Region	Inner Sea Primer pg. 19	Sargava	You’ve made your living outfitting and guiding expeditions deep into the Mwangi interior in search of ancient ruins and lost cities. You gain a +1 trait bonus on Handle Animal checks, and a +1 trait bonus on Survival checks in jungle terrain. One of these skills is a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Jungle%20Guide
Jungle Native	Region	Region	Blood of the Beast pg. 2	Grippli native to the Mwagi Expanse	Your people have called the jungles home for generations, and they are extremely proficient in moving about in that terrain. You gain a +1 trait bonus on saving throws against diseases and poisons, a +1 trait bonus on initiative checks attempted in jungle terrain, and Survival is a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Jungle%20Native
Jungle Resilience	Region	Region	Dragon Empires Primer pg. 15	Nagajor	Having grown up in Nagajor, you are used to the myriad poisons of its people, and have developed a strong immune system. You gain a +2 trait bonus on Fortitude saves against poison effects.	https://aonprd.com/TraitDisplay.aspx?ItemName=Jungle%20Resilience
Jungle Walker	Region	Region	Inner Sea Primer pg. 14	Mwangi Expanse	You have learned how to navigate the darkest jungles of the Mwangi Expanse, and how to avoid the most dangerous hazards of the land. You gain a +2 trait bonus on Survival checks in jungle terrain.	https://aonprd.com/TraitDisplay.aspx?ItemName=Jungle%20Walker
Justiciar	Region	Region	Champions of Balance pg. 12	Rahadoum	You are experienced in interpreting and applying legal doctrine, notably the Laws of Man, independent of any divine mandates. You gain a +1 trait bonus on Diplomacy and Knowledge (local) checks to settle disputes or arbitrate laws. Once per day if you succeed at an Intimidate check to demoralize a foe who has repudiated or ignored a pronounced judgment you’ve made, you may choose to cause the creature to be sickened instead of shaken. The duration of the effect remains the same.	https://aonprd.com/TraitDisplay.aspx?ItemName=Justiciar
Kami Talker	Region	Region	Dragon Empires Primer pg. 10	Forest of Spirits	You have traversed the Forest of Spirits numerous times, and have learned how best to communicate with its otherworldly inhabitants. You gain a +2 trait bonus on Diplomacy and Intimidate checks made against outsiders that have the native subtype.	https://aonprd.com/TraitDisplay.aspx?ItemName=Kami%20Talker
Keeper of the Veil	Region	Region	Qadira, Gateway to the East pg. 25	Qadira	Even when not cloaked in magic, your training has taught you how to conceal your true nature. You gain a +1 competence bonus on Bluff and Disguise checks, and one of these skills (your choice) is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Keeper%20of%20the%20Veil
Keleshite Trader	Region	Region	Qadira, Jewel of the East pg. 11	Kelesh or Qadira	Your cosmopolitan upbringing has given you familiarity with many cultures. You gain two bonus languages and a +2 trait bonus on Knowledge (local) checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Keleshite%20Trader
Kobold's Neighbor	Region	Region	Andoran, Spirit of Liberty pg. 9	Andoran	You grew up in wilderness where kobolds make their homes. You learned early on how to find traps before they find you, how to disable them, and when you should just walk away. You gain a +2 trait bonus to Perception checks to discover traps and a +1 trait bonus to Disable Device checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Kobold's%20Neighbor
Kwanlai Believer	Region	Region	Dragon Empires Primer pg. 13	Kwanlai	You were raised in Kwanlai in one of the devout tengu churches, and your dedication to your cause makes your divine abilities particularly potent. You gain a +2 trait bonus on concentration checks made while casting divine spells.	https://aonprd.com/TraitDisplay.aspx?ItemName=Kwanlai%20Believer
Kyonin Gatekeeper	Region	Region	Elves of Golarion pg. 15	[Elf] Kyonin	You helped maintain the elf gates and are familiar with the operation of teleportation magic. You gain a +1 trait bonus on Spellcraft checks to identify teleportation magic and a +1 trait bonus to caster level checks when casting teleportation spells. You know the proper commands to operate a particular elf gate (most likely an often used elf gate, but at the GM’s discretion it may be a less popular or out-of-the-way elf gate).	https://aonprd.com/TraitDisplay.aspx?ItemName=Kyonin%20Gatekeeper
Lair Snake	Region	Region	Kobolds of Golarion pg. 9	Dragon’s lair	You spent your formative years<br>bowing and scraping in the presence of a dragon, witnessing<br>the glory of the vast hoard... and squirreling away a few bits<br>of coin for yourself. You gain a +1 trait bonus on Appraise<br>checks, and your starting wealth increases by 200 gp.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lair%20Snake
Lamasaran Performer	Region	Region	People of the Sands pg. 23	Thuvia	You are one of the famed performers of Lamasara, and your skill is known throughout Thuvia. Once per day when you start a bardic performance, you can increase the DC of the saving throw to resist your performance’s effects by 1. This effect lasts until you switch performances or end your performance.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lamasaran%20Performer
Lastwall Cavalry Rider	Region	Region	Inner Sea Primer pg. 11	Lastwall	From the moment you were old enough to walk, you learned how to ride the mighty warhorses of Lastwall. You gain a +1 trait bonus on Ride checks, and Ride is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lastwall%20Cavalry%20Rider
Left Behind	Region	Region	Elves of Golarion pg. 15	[Elf] Mwangi Expanse or Varisia	Having been born to those who chose to remain on Golarion during the Age of Darkness in the Mwangi Expanse, you understand the people of this world better than most elves. You gain a +1 trait bonus on Diplomacy and Gather Information checks when interacting with Forlorn elves and non-elf races.	https://aonprd.com/TraitDisplay.aspx?ItemName=Left%20Behind
Legalistic Liberation	Region	Region	Halflings of Golarion pg. 30	[Halfling] Molthune, Osirion	You followed—or some might say exploited—the rules and earned your freedom by finding the loopholes within your homeland’s labyrinthine codes regulating slavery and indentured servitude. You gain a +1 bonus on all Knowledge checks to find a legitimate way to avoid, negate, or escape an existing obligation.	https://aonprd.com/TraitDisplay.aspx?ItemName=Legalistic%20Liberation
Lepidstadt Scar	Region	Region	Advanced Class Origins pg. 15	Ustalav	You engaged in nonlethal duels at Fifthstones Hill so often that you gained a visible (though minor) scar on your face. Because of this experience, you’re unflinching in the heat of combat, calmly analyzing how to lessen the impact of a foe’s best attacks. You gain a +1 dodge bonus to AC against attack rolls made to confirm a critical threat against you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lepidstadt%20Scar
Lichblood	Region	Region	Advanced Class Origins pg. 9	Hold of Belkzen	You are among the fabled lichblood orcs, and so you command respect among the orcs of Belkzen. You gain a +2 trait bonus on Diplomacy and Intimidate checks made against orcs of Belkzen. You must have the undead bloodrager bloodline to select this trait.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lichblood
Linebreaker	Region	Region	Inner Sea Primer pg. 5	Belkzen	Growing up along the border between Belkzen and Lastwall has taught you how to storm enemy battle lines and quickly overwhelm them. When charging, add 10 feet to your base speed.	https://aonprd.com/TraitDisplay.aspx?ItemName=Linebreaker
Lingshen's Finest	Region	Region	Dragon Empires Primer pg. 14	Lingshen	You are an elite soldier in one of Lingshen’s numerous armies, and your discipline has made you a truly deadly foe. You gain a +1 trait bonus on all rolls to confirm critical hits.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lingshen's%20Finest
Lion's Audacity	Region	Region	Advanced Class Origins pg. 23	Taldor	You attack life with the ferocity of a charging lion and inspire others with your audacious deeds. Once per day when you make a charge attack, you can inspire allies within 30 feet. They gain an additional +2 trait bonus on attack and damage rolls when they make a charge attack before the beginning of your next turn.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lion's%20Audacity
Liquid Healing	Region	Region	Potions and Poisons pg. 2	Rahadoum	Growing up in Rahadoum, you did not have access to clerics and other divine magic for healing, so you relied heavily on potions to cure your wounds. As a result, potions heal you more effectively. Whenever you consume a potion that heals any number of hit points, you heal 2 additional hit points.	https://aonprd.com/TraitDisplay.aspx?ItemName=Liquid%20Healing
Local Know-It-All	Region	Region	Varisia, Birthplace of Legends pg. 27	Varisia	Choose a community that you’ve lived in for at least 5 years. You gain a +2 trait bonus on Knowledge (local) checks related to that community.	https://aonprd.com/TraitDisplay.aspx?ItemName=Local%20Know-It-All
Log Roller	Region	Region	Ultimate Campaign pg. 63	Forest	The<br>time you spent leaping between<br>slippery logs as they whirled<br>down the river to market taught<br>you how to keep your footing. You<br>gain a +1 trait bonus on Acrobatics<br>checks and a +1 trait bonus to your CMB<br>when attempting to resist trip attacks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Log%20Roller
Lost Origins	Region	Region	Heroes of the Streets pg. 5	Any City	You are disconnected from your heritage and do what you can to learn more about where your family is or where your people came from. Knowledge (local) is always a class skill for you, and you can always take 10 on Knowledge (local) checks, even when stress or distractions would normally prevent you from doing so.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lost%20Origins
Lost Role Model	Region	Region	Dungeoneer's Handbook pg. 33	Settlement Near a Famous Dungeon	As a youth, you marveled at the crusaders, spelunkers, and lore seekers who came through your town on their way to the nearby dungeon, tomb, or ruins. One such intrepid role model in particular was of great import to you. On the last day you ever saw your hero, the adventurer gave you a unique dungeon guide (see page 14) worth no more than 750 gp and with an accuracy modifier of no greater than +2. Suggestion: With the help of your GM and using the examples in this book, construct a unique dungeon guide tied to the dungeon near where you grew up.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lost%20Role%20Model
Mammoth Master	Region	Region	Inner Sea Primer pg. 12	Realm of the Mammoth Lords	You have experience trapping and training large creatures such as mammoths, mastodons, woolly rhinoceroses, and other megafauna. You gain a +4 trait bonus on Handle Animal checks related to these creatures.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mammoth%20Master
Mana Wastes Medic	Region	Region	Healer's Handbook pg. 10	Alchemist healers who hail from the Mana Wastes or who have lived there for at least 1 year	After witnessing a terrible disaster result from an attempt at magical healing in the Mana Wastes, you are careful and methodical when crafting your own healing tinctures. The amount of hit points restored by your Heal checks to treat deadly wounds and your extracts of the healing subschool is increased by 1.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mana%20Wastes%20Medic
Mana Wastes Survivalist	Region	Region	Inner Sea Primer pg. 12	Mana Wastes	You grew up in the blasted badlands of the Mana Wastes, or have spent a lot of time there, and the harsh land has toughened your body. You gain a +1 trait bonus on Fortitude saves.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mana%20Wastes%20Survivalist
Master of Peaks	Region	Region	Dragon Empires Primer pg. 19	Wall of Heaven	You have made it to the summits of a number of the Wall of Heaven’s peaks, and your body is used to the effects of both extreme cold and high altitude. You gain a +2 trait bonus on Fortitude saving throws made against the effects of cold dangers and altitude sickness.	https://aonprd.com/TraitDisplay.aspx?ItemName=Master%20of%20Peaks
Mechanical Expertise	Region	Region	Heroes from the Fringe pg. 3	Alkenstar native	Growing up bordering the Mana Wastes and living within the Grand Duchy of Alkenstar has made you familiar with tools and practical objects. You rely on mechanics to solve problems and are familiar with basic engineering concepts. Select one of the following skills: Craft (any), Disable Device, or Knowledge (engineering). You gain a +1 trait bonus on checks with that skill, and it is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mechanical%20Expertise
Merabian Mentorship	Region	Region	Blood of the Elements pg. 11	Thuvia [Suli]	You were apprenticed to a renowned alchemist of Merab, and she taught you how to recognize elemental reagents by taste. Upon imbibing a potion containing a spell on your formula list of a spell level you are capable of casting, you can attempt a Spellcraft check (DC 15 + extract level). On a success, you can immediately add the spell to your formula book.	https://aonprd.com/TraitDisplay.aspx?ItemName=Merabian%20Mentorship
Merchant of Katheer	Region	Region	Qadira, Gateway to the East pg. 19	Qadira	You grew up among the market stalls of the greatest trading post in all the world, and can almost smell the value of an item before you touch it. You gain a +1 trait bonus to Appraise checks, and Appraise is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Merchant%20of%20Katheer
Merchant's Child	Region	Region	Inner Sea Primer pg. 10	Katapesh	One of your close relatives was a gifted merchant in the bustling bazaars of Katapesh, and taught you early in life how to see the innate value in any object. You gain a +1 trait bonus on Appraise checks, and Appraise is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Merchant's%20Child
Militia Veteran	Region	Region	Ultimate Campaign pg. 63	Any Town or Village	Your<br>first job was serving in a civilian militia in your<br>hometown. The skills you learned through daily<br>drilling and protecting your fellow townsfolk gave<br>you special insight into military life. Select one of the<br>following skills: Profession (soldier), Ride, or Survival.<br>You gain a +1 trait bonus on checks with that skill, and it<br>is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Militia%20Veteran
Militia	Region	Region	Dragon Empires Primer pg. 8	Amanandar	As part of Amanandar’s militia, you have trained extensively with groups. You gain a +1 trait bonus on attacks made while flanking an opponent.	https://aonprd.com/TraitDisplay.aspx?ItemName=Militia
Minkai Advocate	Region	Region	Dragon Empires Primer pg. 15	Minkai	You possess strong ties to Minkai, and spread flattering words regarding your empire. You gain a +1 trait bonus on Bluff checks, and Bluff becomes a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Minkai%20Advocate
Mivoni Duelist	Region	Region	People of the River pg. 12	Mivon	Your training in Aldori sword fighting included several bouts in the Sevier, which has taught you how to inflict further punishment in one-on-one fights. You gain a +1 trait bonus on damage rolls when you are the only one threatening your opponent.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mivoni%20Duelist
Mizu Ki Hikari Rebel	Region	Region	Dragon Empires Primer pg. 9	Chu Ye	You have trained in martial arts under the banner of Mizu Ki Hikari rebels. You gain a +1 trait bonus on damage rolls made with unarmed attacks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mizu%20Ki%20Hikari%20Rebel
Monkey Goblin	Region	Region	Goblins of Golarion pg. 16	Goblin, Mediogalti	You are adept at arboreal activity, and are more at home in the branches of a tree than you are on the ground. You gain a +2 trait bonus on Acrobatics and Climb checks while climbing trees.	https://aonprd.com/TraitDisplay.aspx?ItemName=Monkey%20Goblin
Mordant Heritage	Region	Region	Inner Sea Primer pg. 20	The Steaming Sea	You have lived among the Mordant Spire elves and know their strange ways. You gain a +1 trait bonus on Swim checks and a +1 trait bonus on saving throws against enchantment effects.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mordant%20Heritage
Mountain Guide	Region	Region	Inner Sea Primer pg. 7	Five Kings Mountains	You are skilled at getting along in the mountains, enabling you to find hidden trails and secret entrances into the caverns beneath mountains. You gain a +1 trait bonus on Knowledge (geography) and Survival checks when in mountainous areas, and Knowledge (geography) is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mountain%20Guide
Mutabi-qi Explorer	Region	Region	Dragon Empires Primer pg. 17	Shanguang	You belong to one of the nomadic Mutabi-qi tribes that wander the wastes of Shaguang, and you are adept at navigating the seemingly endless desert wastes. You gain a +1 trait bonus on Knowledge (geography) checks and Survival checks made in the desert.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mutabi-qi%20Explorer
Mwangi Herbal Tradition	Region	Region	Healer's Handbook pg. 22	Must hail from the Mwangi Expanse or have lived there for at least 1 year	You are trained in a Mwangi tradition of herbalism dating back to the Age of Darkness and therefore have great insight into how to use the natural ingredients at your disposal to nurse an ailing body. You gain a +4 trait bonus on Heal checks when providing long-term care, and Heal is a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mwangi%20Herbal%20Tradition
Mwangi Linguist	Region	Region	Heroes from the Fringe pg. 3	Mwangi Expanse native	The Mwangi Expanse is a land of dozens of languages, and you grew up speaking most of them. You gain Polyglot as a bonus language. In addition, you gain a +1 trait bonus on Linguistics checks when trying to communicate with someone who does not share a common language with you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Mwangi%20Linguist
Naga Emissary	Region	Region	Blood of the Beast pg. 3	Naga native to Jalmeray	You were groomed from childhood to act as an emissary to Nagajor’s allies in Jalmeray, and you understand much about the Jalmeri people as a result. You gain a +1 trait bonus on Diplomacy checks, and Diplomacy is a class skill for you. In addition, you gain Vudrani as a bonus language.	https://aonprd.com/TraitDisplay.aspx?ItemName=Naga%20Emissary
Narrow Escape	Region	Region	Pirates of the Inner Sea pg. 15	The Shackles	You were captured by kuru cannibals and nearly devoured in a sacrificial ritual. At the last second you wriggled free from your bonds and escaped into the jungle. Your narrow escape has left you with a paranoid fear of capture. You secretly conduct regular sessions in which you slip out of different types of knots. You gain a +1 trait bonus on Escape Artist checks, and Escape Artist becomes a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Narrow%20Escape
Narrows Survivor	Region	Region	Taldor, Echoes of Glory pg. 13	Taldor	You spent your childhood in the infamous Narrows district of Oppara. Years of living in violent squalor have sharpened your senses and given you an ardent distrust of humanity. You gain a +1 trait bonus to Initiative and Sense Motive checks. Sense Motive is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Narrows%20Survivor
