race	trait_name	replaces	source	description	url
Svirfneblins	Healthy	Fortunate	Advanced Race Guide pg. 204	Svirfneblin gain a +4 bonus on Fortitude saves against disease and poison, including magical diseases. This racial trait replaces fortunate.	https://aonprd.com/RacesDisplay.aspx?ItemName=Svirfneblin
Svirfneblins	Stalwart Watcher	Hatred, Skilled	Inner Sea Races pg. 216	Svirfneblin first came to Golarion to thwart the schemes of evil fey. Those who still keep to this mission, primarily dwelling in settlements far beneath Andoran, gain a +1 racial bonus on attack rolls against fey creatures and a +2 racial bonus on saving throws against mind-affecting effects. This racial trait replaces hatred and skilled.	https://aonprd.com/RacesDisplay.aspx?ItemName=Svirfneblin
Svirfneblins	Stoneseer	Svirfneblin Magic	Advanced Race Guide pg. 204	Svirfneblin add +1 to the caster level of any spells with the earth descriptor they cast. Svirfneblin also gain the following spell-like abilities: Constant—nondetection; 1/day—magic stone, stone shape, stone tell; caster level equals the svirfneblin’s class levels. This racial trait replaces svirfneblin magic.	https://aonprd.com/RacesDisplay.aspx?ItemName=Svirfneblin
Sylphs	Air Insight	Air Affinity	Advanced Race Guide pg. 156	Sylph spellcasters sometimes find that their elemental heritage makes creatures of air more willing to serve them. Summon monster and summon nature’s ally spells that the sylph casts last 2 rounds longer than normal when used to summon creatures with the air subtype. This racial trait replaces air affinity.<br>Breeze-Kissed<br>Source Advanced Race Guide pg. 156<br>Breezes seem to follow most sylphs wherever they go, but some sylphs are better able to control these winds than others. A sylph with this racial trait surrounds herself with swirling winds, gaining a +2 racial bonus to AC against nonmagical ranged attacks. The sylph can calm or renew these winds as a swift action. Once per day, the sylph can channel this wind into a single gust, making a bull rush or trip combat maneuver attempt against one creature within 30 feet. Whether or not the attempt succeeds, the winds are exhausted and no longer provide a bonus to the sylph’s AC for 24 hours. This is a supernatural ability. This racial trait replaces air affinity.<br>Storm in the Blood<br>Source Advanced Race Guide pg. 157<br>A sylph with this racial trait gains fast healing 2 for 1 round anytime she takes electricity damage (whether or not this electricity damage gets through her electricity resistance). The sylph can heal up to 2 hit points per level per day with this ability, after which it ceases to function. This racial trait replaces air affinity.	https://aonprd.com/RacesDisplay.aspx?ItemName=Sylph
Sylphs	Like the Wind	Energy Resistance	Advanced Race Guide pg. 156	A sylph with this racial trait gains a +5 foot bonus to her base speed. This racial trait replaces energy resistance.<br>Thunderous Resilience<br>Source Advanced Race Guide pg. 157<br>Sylphs with this racial trait gain sonic resistance 5. This racial trait replaces energy resistance.	https://aonprd.com/RacesDisplay.aspx?ItemName=Sylph
Sylphs	Secretive	Energy Resistance, Spell-Like Ability	Inner Sea Races pg. 216	Sylphs gain a +2 racial bonus on saving throws against enchantment and divination spells and effects. This racial trait replaces energy resistance and the spell-like ability racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Sylph
Sylphs	Mostly Human	Languages, Subtype, Type	Inner Sea Races pg. 215	A few ifrits, oreads, sulis, sylphs, and undines have appearances much closer to those of their human ancestors; in fact, they may not even realize their true race. Such geniekin appear to be human, save perhaps minor features like unusual eye color, and they count as humanoid (human) as well as outsider (native) for all purposes (such as humanoid-affecting spells such as charm person or enlarge person). These geniekin do not automatically gain their associated elemental language (but may select it as a bonus language if their Intelligence is high enough). This ability alters the geniekin’s type, subtype, and languages.	https://aonprd.com/RacesDisplay.aspx?ItemName=Sylph
Sylphs	Sky Speaker	Spell-Like Ability	Advanced Race Guide pg. 156	Sylphs with this racial trait feel kinship toward the creatures of the air, and can use speak with animals once per day to speak to birds or other flying animals. Her caster level for these effects is equal to her level. This racial trait replaces the sylph’s spell-like ability racial trait.<br>Weather Savvy<br>Source Advanced Race Guide pg. 157<br>Some sylphs are so in tune with the air and sky that they can sense the slightest change in atmospheric conditions. Sylphs with this trait can spend a full-round action to predict the weather in an area for the next 24 hours. The sylph’s prediction is always accurate, but cannot account for spells or supernatural effects that might alter the forecast. This racial trait replaces the sylph’s spell-like ability racial trait.<br>Whispering Wind<br>Source Advanced Race Guide pg. 157<br>Some sylphs are especially thin and wispy, as though they were made more of air than flesh. Sylphs with this racial trait gain a +4 racial bonus on Stealth checks. This racial trait replaces the sylph’s spell-like ability racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Sylph
Syrinx	Oppressive	Nocturnal, Pride	Inner Sea Races pg. 216	Syrinxes often have a natural talent for sensing how to unsettle and oppress other creatures. As a swift action, a syrinx can attempt a Sense Motive check against a DC of 10 + a creature’s Hit Dice + its Charisma modifier or a DC of 10 + the creature’s Bluff modifier, whichever is higher. On a success, syrinx gains a +4 racial bonus on Intimidate checks against that target and a +1 racial bonus to the DC of any fear effects she uses against that target. This racial trait replaces nocturnal and pride.	https://aonprd.com/RacesDisplay.aspx?ItemName=Syrinx
Tengus	Carrion Sense	Gifted Linguist	Advanced Race Guide pg. 163	Many tengus have a natural ability to sniff out carrion. While their sense of smell isn’t as keen as that of other species, it is particularly attuned to the scent of injuries or death. Tengus with this racial trait have a limited scent ability, which only functions for corpses and badly wounded creatures (50% or fewer hit points). This racial trait replaces gifted linguist.<br>Glide<br>Source Advanced Race Guide pg. 163<br>Some tengus can use their feathered arms and legs to glide. Tengus with this racial trait can make a DC 15 Fly check to fall safely from any height without taking falling damage, as if using feather fall. When falling safely, a tengu may make an additional DC 15 Fly check to glide, moving 5 feet laterally for every 20 feet he falls. This racial trait replaces gifted linguist.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tengu
Tengus	Deft Swords	Natural Weapon, Sneaky	Inner Sea Races pg. 216	Some tengu learn dazzling blade techniques that allow them to use their weapons to protect against combat maneuvers. They gain a +2 dodge bonus to CMD while wielding a swordlike weapon. This racial trait replaces natural weapon and sneaky.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tengu
Tengus	Claw Attack	Swordtrained	Advanced Race Guide pg. 163	Tengus with this racial trait have learned to use their claws as natural weapons. They gain two claw attacks as primary natural attacks that deal 1d3 points of damage, and are treated as having the Improved Unarmed Strike feat for the purpose of qualifying for other feats. This racial trait replaces swordtrained.<br>Exotic Weapon Training<br>Source Advanced Race Guide pg. 163<br>Instead of swords, some tengus are trained in exotic weaponry. Such tengus choose a number of eastern weapons equal to 3 + their Intelligence bonus, and gain proficiency with these weapons. This racial trait replaces swordtrained.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tengu
Tieflings	Scaled Skin	Fiendish Resistance	Advanced Race Guide pg. 169	The skin of these tieflings provides some energy resistance, but is also as hard as armor. Choose one of the following energy types: cold, electricity, or fire. A tiefling with this trait gains resistance 5 in the chosen energy type and also gains a +1 natural armor bonus to AC. This racial trait replaces fiendish resistance.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tiefling
Tieflings	Prehensile Tail	Fiendish Sorcery	Advanced Race Guide pg. 169	Many tieflings have tails, but some have long, flexible tails that can be used to carry items. While they cannot wield weapons with their tails, they can use them to retrieve small, stowed objects carried on their persons as a swift action. This racial trait replaces fiendish sorcery.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tiefling
Tieflings	Smite Good	Fiendish Sorcery, Spell-Like Ability	Agents of Evil pg. 25	Once per day, a tiefling with this racial trait can smite a good-aligned creature. As a swift action, the tiefling chooses one target within sight to smite. If this target is good, the tiefling adds her Charisma bonus (if any) to attack rolls against the target and gains a bonus on damage rolls against the target equal to her number of Hit Dice. This effect lasts until the first time the tiefling successfully hits her designated target. This racial trait replaces fiendish sorcery and the tiefling’s spell-like ability.<br>Soul Seer<br>Source Advanced Race Guide pg. 169<br>Rare tieflings have a peculiar sight that allows them to see the state of a creature’s soul. They can use deathwatch at will as spell-like ability. This racial trait replaces the spell-like ability and fiendish sorcery racial traits.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tiefling
Tieflings	Pass for Human	Languages, Subtype, Type	Inner Sea Races pg. 217	Discrimination against tieflings with horrifically fiendish features is so intense that even tieflings look up to those precious few of their kind who can pass as human. These tieflings have otherworldly features that are so subtle, they aren’t often noticed unless the tiefling points them out (for example, eyes that flash red in the throes of passion, or fingernails that are naturally hard and pointed). Such a tiefling doesn’t need to succeed at a Disguise check to appear to be human and count as humanoid (human) as well as outsider (native) for all purposes (such as humanoid-affecting spells like charm person or enlarge person). The tiefling does not automatically gain his associated outsider language (but may select it as a bonus language if his Intelligence score is high enough), and he may not select other racial traits that would grant him obviously fiendish features (such as the fiendish sprinter, maw or claw, prehensile tail, scaled skin, or vestigial wings alternate racial traits listed in the Advanced Race Guide). This ability alters the tiefling’s type, subtype, and languages.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tiefling
Tieflings	Beguiling Liar	Skilled	Advanced Race Guide pg. 168	Many tieflings find that the best way to get along in the world is to tell others what they want to hear. These tieflings’ practice of telling habitual falsehoods grants them a +4 racial bonus on Bluff checks to convince an opponent that what they are saying is true when they tell a lie. This racial trait replaces skilled.<br>Bullying<br>Source Inner Sea Races pg. 216<br>Tieflings are often disparaged and kept low in the social order, where they commonly resort to robbing those weaker than themselves. Tieflings with this racial trait gain a +1 racial bonus on combat maneuver checks to disarm or steal. This racial trait replaces skilled.<br>Fiendish Sprinter<br>Source Advanced Race Guide pg. 169<br>Some tieflings have feet that are more bestial than human. Whether their feet resemble those of a clawed predator or are the cloven hooves common to many of their kind, tieflings with this trait gain a 10-foot racial bonus to their speed when using the charge, run, or withdraw actions. This racial trait replaces skilled.<br>Vestigial Wings<br>Source Advanced Race Guide pg. 169<br>Some tieflings possess a pair of undersized, withered, or stunted wings like a mockery of those of their fiendish forbearer. Sometimes these wings are leathery, like those of a bat. Other times they are covered with a scattering of black, red, or violet feathers. Rare manifestations can take even more bizarre forms. These wings do not provide the lift required for actual flight, but do have enough power to aid flight attained by some other method, and grant a +4 racial bonus on Fly skill checks. This racial trait replaces skilled.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tiefling
Tieflings	Darklands Guide	Spell-Like Ability	Blood of Shadows pg. 5	Those who brave the lightless tunnels below Golarion’s surface learn to identify the dangerous phenomena that characterize the Darklands. Characters with this trait gain a +2 bonus on initiative checks, and on saves against traps and hazards when underground (from a lifetime of dodging accursed pools, cave-ins, and green slime).<br>Drow and half-elves can take this trait in place of keen senses. Tieflings can take this trait in place of the darkness spell-like ability.<br>Light from the Darkness<br>Source Inner Sea Races pg. 217<br>Tieflings who deny the evil of their heritage to go on to become heroes refuse to use the dark magic of their blood, but their struggle grants them uncanny resilience against evil’s touch. As long as they retain a good alignment, they gain the aasimar’s incorruptible alternate racial trait (Advanced Race Guide 85). This racial trait replaces the spell-like ability racial trait.<br>Maw or Claw<br>Source Advanced Race Guide pg. 169<br>Some tieflings take on the more bestial aspects of their fiendish ancestors. These tieflings exhibit either powerful, toothy maws or dangerous claws. The tiefling can choose a bite attack that deals 1d6 points of damage or two claws that each deal 1d4 points of damage. These attacks are primary natural attacks. This racial trait replaces the spell-like ability racial trait.<br>Variant Tiefling Abilities<br>Source Blood of Fiends pg. 16<br>Some tieflings are blessed or cursed with unusual abilities. GMs may customize their tiefling NPCs using the following chart, or allow their players to do so by rolling a d%. Players with a particular character concept in mind may consult their GM if they want to select a specific variant ability.<br>The abilities presented here replace a tiefling’s spell-like ability racial trait. Any abilities that grant spells or spelllike abilities are treated as having a caster level equal to the tiefling’s character level. d%Ability<br>1You can animate a 1 HD skeleton, as per animate dead, once per day as a spell-like ability.<br>2You possess some type of extrasensory organ, granting you all-around vision.<br>3You enjoy being cut. The first time each day you take slashing damage, you gain a +1 bonus on attack and damage rolls for the following round.<br>4You can use mage hand three times per day as a spell-like ability.<br>5Inherited memories grant you a +2 racial bonus on one Knowledge skill of your choice.<br>6You can levitate yourself plus 10 pounds at will, as per the spell levitate. This is a supernatural ability.<br>7You can eat and gain nourishment from ash, cinders, dust, and sand.<br>8You gain a +1 bonus on all attack and damage rolls against good-aligned outsiders.<br>9You gain an additional +2 racial bonus to your Charisma score.<br>10You possess a bite that is treated as a natural weapon and deals 1d4 points of damage.<br>11Once per day, you can exhibit a burst of speed, moving as if your base land speed were 50 feet for one move action.<br>12You do not need to sleep. You are not immune to sleep effects.<br>13You gain a +2 bonus on saving throws made against disease.<br>14Your base land speed increases by +5 feet.<br>15You possess a fiendishly cunning tongue, granting you a +2 racial bonus on all Diplomacy checks.<br>16You have oversized limbs, allowing you to use Large weapons without penalty.<br>17You possess claws that are treated as natural weapons and deal 1d4 points of damage.<br>18You gain DR 2/bludgeoning.<br>19You gain a Swim speed of 30 feet.<br>20You gain a +2 racial bonus on combat maneuver checks.<br>21You possess fiendish luck. Once per day, you can reroll one die roll. You must take the result of this second roll.<br>22You can use detect evil, as per the spell, three times per day.<br>23You never need to drink to survive.<br>24Once per day, you can produce a sharp barb from your body. This barb is removable and is treated as a dagger.<br>25You gain acid resistance 5.<br>26Your body produces intense, searing heat. Any creature that grapples you takes 1d4 points of fire damage per round.<br>27You can speak two additional languages spoken by extraplanar beings.<br>28Any evil creature you call via summon monster remains for 3 rounds longer than usual.<br>29You gain a +1 bonus on all Reflex saving throws.<br>30You can alter your shadow to make it appear as that of any creature or object of your size or smaller.<br>31You can burrow through dirt, sand, and loose gravel at a rate of 5 feet per round.<br>32You can sense weakness, granting you a +1 bonus on all rolls to confirm critical hits.<br>33You gain DR 2/silver.<br>34You do not lose consciousness until you are reduced to –5 hit points.<br>35You possess long limbs and a powerful grip, features that grant you a +2 racial bonus on all Climb checks.<br>36You can communicate telepathically with any sentient creature with which you are in contact.<br>37Once per day, you can use death knell as a spell-like ability.<br>38At will, you can spend a full-round action concentrating to receive the benefits of tremorsense 60 feet for 1 round.<br>39Once per day, you can move at double your normal speed for 1 round.<br>40As a full-round action, you can bleed and collect 5 sp worth of precious blood per day.<br>41You possess spell resistance equal to 10 + 1/2 your Hit Dice.<br>42The spell animate dead can return you to life as per the spell raise dead 1d4 times.<br>43Your fiendish sorcery ability treats your Charisma score as if it were 3 points higher instead of 2.<br>44You are unusually short, granting you all the standard traits of a Small creature.<br>45Your features are subtly malleable, granting you a +2 racial bonus on all Disguise checks.<br>46You gain an additional +2 racial bonus to your Intelligence score.<br>47You can use curse water three times per day as a spell-like ability.<br>48You are invisible to all unintelligent undead. This is a supernatural ability.<br>49You are healed by both positive and negative channeled energy.<br>50Your skin is unnaturally tough, granting you a +1 natural bonus to your AC.<br>51You can speak to all birds.<br>52You gain a +2 bonus on saving throws against poison.<br>53You possess the scent special ability.<br>54You gain DR 2/piercing.<br>55You are unnaturally sly, granting you a +2 racial bonus on all Sleight of Hands checks.<br>56Once per day, you can spit acid. This glob deals 1d4 points of acid damage and has a range increment of 5 feet.<br>57Your body exudes painfully freezing cold. Any creature that grapples you takes 1d4 points of cold damage per round.<br>58You heal yourself of double the normal amount of damage by resting.<br>59You gain a +1 bonus on all Will saving throws.<br>60You gain a +2 bonus on initiative checks at night.<br>61You can manipulate any armor, gauntlets, or shield you wield, causing them to grow spikes. These spikes last only as long as you wear your armor.<br>62You can use deathwatch three times per day as a spell-like ability.<br>63You have some manner of inhuman sensory organ. You gain a +2 bonus on saving throws against all gaze attacks.<br>64Once per day, for 1 round, you may see through any substance less than 5 feet thick—except for lead—as if it were glass. This is a supernatural ability.<br>65Your strange physiology grants you a +2 racial bonus on all Acrobatics checks.<br>66You can drink and gain nourishment from ash, cinders, dust, and sand.<br>67Your eyes glow fiendishly and you possess the see in darkness ability as if you were a devil.<br>68You gain damage reduction 2/cold iron.<br>69Once per day, you can use fog cloud as a spell-like ability.<br>70You are aware of and can choose the result of any attempt to detect your alignment.<br>71Once per day, you can spend a full-round action eating from a corpse to regain 1d6+1 hit points.<br>72You can communicate telepathically with any evil creature within 50 feet.<br>73You can use minor image three times per day as a spell-like ability.<br>74Once per day, as a spell-like ability, you can animate a Small or smaller object for a number of rounds equal to your level. Treat this object as an animated object.<br>75You gain sonic resistance 5.<br>76You can hold your breath for 3 rounds longer than normal.<br>77You can speak to insects.<br>78Your skin is spiky. Any creature that attempts to grapple you takes 1d4 points of damage.<br>79You receive a +1 bonus on all Fortitude saving throws.<br>80You gain a +2 bonus to your CMD.<br>81Once per day, you can use rage on yourself as a spell-like ability.<br>82You gain a +2 bonus on saving throws against mind-affecting effects.<br>83Once per day, exposure to fire heals you of 1d6 points of damage. This ability does not negate fire damage.<br>84You are immune to magic sleep and paralysis effects.<br>85Supernatural awareness grants you a +2 racial bonus on all Perception checks.<br>86Your anatomy is slightly unusual, giving you a 15% chance to ignore critical hits made against you.<br>87You can survive on one-quarter the amount of food and water a human requires.<br>88Any damage you deal with a melee weapon is treated as evil for the purposes of overcoming damage reduction.<br>89Once per day, you can use inflict light wounds as a spell-like ability.<br>90You gain an additional +2 racial bonus to your Wisdom score.<br>91You gain DR 2/slashing.<br>92You can see creatures on the Ethereal Plane.<br>93Once per day, you may ask a corpse one yes-or-no question, as per the spell speak with dead. This is a spell-like ability.<br>94You gain a +2 bonus on saving throws against nausea.<br>95You are flexible and slightly slimy, and thus gain a +2 racial bonus on all Escape Artist checks.<br>96You can use ventriloquism at will as a spell-like ability.<br>97Once per day as a standard action, you may suppress your unusual tiefling physical features for a number of minutes equal to your Con modifier, thus appearing human.<br>98You receive +1 bonus hit point per level.<br>99Once per week, you may mentally contact a fiendish ancestor to gain information, as per the spell commune. This is a spell-like ability.<br>100Roll on this table twice, ignoring any further rolls of 100.	https://aonprd.com/RacesDisplay.aspx?ItemName=Tiefling
Triaxians	Transitional Lore	Seasoned	Inner Sea Races pg. 217	Transitional Triaxians are often instilled from a young age with the lore they need to prepare for the next winter or summer; they gain a +1 racial bonus on Knowledge (nature) and Survival checks. This racial trait replaces seasoned.	https://aonprd.com/RacesDisplay.aspx?ItemName=Triaxian
Trox	Tremorsense	Burrow, Frenzy	Inner Sea Races pg. 217	Some trox have developed a closeness to the earth that helps them thwart the invisibility of their duergar enemies. They gain tremorsense to a range of 30 feet. This racial trait replaces frenzy and burrow.	https://aonprd.com/RacesDisplay.aspx?ItemName=Trox
Undines	Deepsight	Darkvision	Advanced Race Guide pg. 175	The eyes of some undines are especially adapted to the lightless depths of the oceans, but not to air-filled environments. An undine with this racial trait has darkvision 120 feet when underwater, but otherwise has no darkvision at all. This racial trait replaces darkvision.	https://aonprd.com/RacesDisplay.aspx?ItemName=Undine
Undines	Flesh Chameleon	Energy Resistance	Advanced Race Guide pg. 175	Some undines can change their coloration to match human skin tones. As a standard action, an undine with this racial trait can change her natural blue hue to match any normal human skin tone, and can revert to normal as a free action. This grants a +4 racial bonus on Disguise checks to appear human. This racial trait replaces energy resistance.<br>Terrain Chameleon<br>Source Advanced Race Guide pg. 175<br>Some undines can change their coloration to blend in with underwater terrain, mixing browns, grays, and greens to resemble kelp or other natural water plants. As a standard action, an undine with this racial trait can change her coloration, gaining a +4 bonus on Stealth checks in underwater environments. She can return to normal as a free action. This racial trait replaces energy resistance.<br>Water Sense<br>Source Advanced Race Guide pg. 176<br>Undines with this racial trait can sense vibrations in water, granting them blindsense 30 feet against creatures in contact with the same body of water. This racial trait replaces energy resistance.	https://aonprd.com/RacesDisplay.aspx?ItemName=Undine
Undines	Mostly Human	Languages, Subtype, Type	Inner Sea Races pg. 215	A few ifrits, oreads, sulis, sylphs, and undines have appearances much closer to those of their human ancestors; in fact, they may not even realize their true race. Such geniekin appear to be human, save perhaps minor features like unusual eye color, and they count as humanoid (human) as well as outsider (native) for all purposes (such as humanoid-affecting spells such as charm person or enlarge person). These geniekin do not automatically gain their associated elemental language (but may select it as a bonus language if their Intelligence is high enough). This ability alters the geniekin’s type, subtype, and languages.	https://aonprd.com/RacesDisplay.aspx?ItemName=Undine
Undines	Acid Breath	Spell-Like Ability	Advanced Race Guide pg. 174	Undines whose outsider heritage can be traced to a water mephit can wield acid as a weapon. Such an undine has a breath weapon that is a 5-foot cone of acidic water usable once per day. The breath deals 1d8 points of acid damage per two character levels (maximum 5d8). A Reflex saving throw (DC 10 + 1/2 the undine’s level + the undine’s Constitution modifier) halves the damage. This racial trait replaces the spell-like ability racial trait.<br>Amphibious<br>Source Advanced Race Guide pg. 175<br>Some undines are born with a permanent bond to water. Undines with this racial trait gain the aquatic subtype and amphibious special quality. This racial trait replaces the spell-like ability racial trait.<br>Nereid Fascination<br>Source Advanced Race Guide pg. 175<br>Some undines can trace their ancestry to nereids as well as to outsiders. Once per day as a standard action, such an undine can create a 20-foot-radius aura that causes humanoids within the aura’s range to become fascinated with her for a number of rounds equal to 1/2 the undine’s character level (minimum 1). Targets may resist with a Will save (DC 10 + 1/2 the undine’s level + the undine’s Charisma modifier). This is a supernatural ability. This racial trait replaces the spell-like ability racial trait.<br>Ooze Breath<br>Source Advanced Race Guide pg. 175<br>Some undines’ outsider heritage can be traced to ooze mephits. These undines have a breath weapon that is a 5-foot cone of slime usable once per day. The slime deals 1d4 points of acid damage per two character levels (maximum 5d4) and sickens creatures in the area for 3 rounds. A successful Reflex saving throw (DC 10 + 1/2 the undine’s level + the undine’s Constitution modifier) halves the damage and negates the sickened effect. This racial trait replaces the spell-like ability racial trait.<br>Triton Magic<br>Source Inner Sea Races pg. 217<br>Some undines—often from Outsea—descend from tritons, rather than genies. Undines with this racial trait can use summon nature’s ally I as a spell-like ability, but only to summon a dolphin. This racial trait replaces the spell-like ability racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Undine
Undines	Hydrated Vitality	Water Affinity	Advanced Race Guide pg. 175	An undine with this racial trait gains fast healing 2 for 1 round anytime she submerges completely within a body of natural salt water, fresh water, or brackish water. Stagnant, poisoned, or trapped water (such as an artificial pit or a bag of holding) does not activate this ability. The undine can heal up to 2 hit points per level per day with this ability, after which it ceases to function. This racial trait replaces water affinity.	https://aonprd.com/RacesDisplay.aspx?ItemName=Undine
Vanaras	Acrobatic	Nimble	Blood of the Beast pg. 28	Vanaras are often extraordinarily agile, capable of dancing around slower-moving humans with playful grace. They gain a +2 racial bonus on Acrobatics and Escape Artist checks. This racial trait replaces nimble.<br>Change Size (Su)<br>Source Blood of the Beast pg. 28<br>One vanara in every 500 is gifted with limited shapeshifting ability. Such a creature can adjust her size at will. She gains the change shape ability and the shapeshifter subtype. Instead of changing appearance, she can use change shape to reduce her size category to Small. Her ability scores don’t change, only her size (and thus her weapon damage); normal size penalties and bonuses to AC and CMD and on attack and skill rolls apply. Changing size or returning to her true size is a fullround action. This racial trait alters the vanara’s type and replaces nimble.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vanara
Vanaras	Tree Stranger	Normal Speed	Advanced Race Guide pg. 206	Some vanaras have spent their lives among humans in centers of learning instead of traditional treetop homes. These vanaras treat all Knowledge skills as class skills, but lose their climb speed racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vanara
Vanaras	Risky Troublemaker	Prehensile Tail	Inner Sea Races pg. 217	Vanara families who seek to emulate the Monkey King teach their members that unexpected opportunities are worth taking great risks. These vanaras can choose to roll twice on Use Magic Device checks. If they do, they take the higher result unless either die roll is a natural 1, in which case the check automatically fails. This racial trait replaces prehensile tail.<br>Whitecape<br>Source Advanced Race Guide pg. 206<br>The rare whitecape vanara clans have more in common with savanna-dwelling baboons than the jungle-dwelling monkeys that most vanaras resemble. Their stooping build grants them a +4 racial bonus to CMD when resisting a bull rush or trip. These vanaras usually have a thick mane of hair on the head and shoulders (called a "cape") and shorter tails. This racial trait replaces prehensile tail.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vanara
Vine Leshys	Agile	Ability Scores	Ultimate Wilderness pg. 21	Agile vine leshys are quicker but less tough than a typical vine leshy. Replace the leshy’s +2 racial bonus to Constitution with a +2 racial bonus to Dexterity.<br>This alters the vine leshy’s ability scores.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vine%20Leshy
Vine Leshys	Lashvine	Change Shape, Verdant Burst	Wilderness Origins pg. 14	Some vine leshys can sprout whip-like appendages. These individuals gain proficiency with whips and scorpion whips. As a free action, the vine leshy can turn one hand into a lashvine. A lashvine is a primary natural attack that deals 1d3 points of bludgeoning damage. A lashvine cannot hold items, wield weapons, or perform fine manipulation.<br>This replaces change shape and verdant burst.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vine%20Leshy
Vine Leshys	Seasoned Spirit	Climber, Plantspeech, Unassuming Foliage	Wilderness Origins pg. 14	Long-lived vine leshys are less flexible, but they have established stronger bonds with the natural world. These leshys can spend an hour in concentration to cast speak with plants as a spell-like ability with a caster level equal to their character level.<br>This alters plantspeech and replaces climber and unassuming foliage.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vine%20Leshy
Vine Leshys	Swamp Leshy	Climber; Unassuming Foliage	Ultimate Wilderness pg. 21	Some vine leshys are made from plants that naturally grow in swamps. These leshys gain a +2 racial bonus on Swim checks and a +4 racial bonus on Stealth checks in swamps.<br>This replaces climber and alters unassuming foliage.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vine%20Leshy
Vine Leshys	Writing Eye	Darkvision, Low-Light Vision	Wilderness Origins pg. 14	Some vine leshys can grow thin vines that serve as sensory organs. Growing or controlling the vine is a full-round action that provokes attacks of opportunity. The vine can extend up to 15 feet and is small enough to pass through a keyhole. A leshy can perceive, using all of her senses, within 20 feet of the vine’s tip.<br>This replaces darkvision and low-light vision.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vine%20Leshy
Vine Leshys	Curiosity	Pass without Trace, Plantspeech	Wilderness Origins pg. 14	Vine leshys bearing gregarious spirits are more suited to learn about other cultures. They always treat Diplomacy and Linguistics as class skills, and they gain a +2 racial bonus on Diplomacy and Linguistics checks.<br>This replaces pass without trace and plantspeech.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vine%20Leshy
Vine Leshys	Poisonous	Plantspeech; Change Shape	Ultimate Wilderness pg. 21	Vine leshys made from poison ivy vines carry natural poison in their bodies. As a swift action, the leshy can imbue its vines with this irritating substance. The next time the leshy hits a creature with an unarmed strike, the creature is affected by the following poison.<br>Vine Leshy Toxin: Unarmed strike—injury; save Fort DC 10 + half the vine leshy’s Hit Dice + the leshy’s Constitution modifier; frequency 1/round for 6 rounds; effect sickened for 1 round; cure 1 save.<br>The leshy can use this ability a number of times per day equal to its Constitution modifier (minimum 1). A vine leshy is immune to its own poison, but not to those of other vine leshys.<br>This replaces plantspeech and change shape.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vine%20Leshy
Vishkanyas	Deceptive	Escape Artist Racial Bonus	Inner Sea Races pg. 217	Vishkanya clans that make their livings robbing or killing humans train to distract targets at critical moments. They gain a +2 racial bonus on Bluff checks. This racial trait replaces the racial bonus on Escape Artist checks.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vishkanya
Vishkanyas	Sensual	Keen Senses	Advanced Race Guide pg. 208	You are trained in drawing attention to yourself. You gain a +2 bonus on any one Perform skill. This racial trait replaces keen senses.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vishkanya
Vishkanyas	Subtle Appearance	Low-Light Vision	Advanced Race Guide pg. 208	You have normal (humanlike) eyes, and your beauty is more conventional. You gain a +4 bonus on Disguise checks to look fully human. This racial trait replaces low-light vision.	https://aonprd.com/RacesDisplay.aspx?ItemName=Vishkanya
