name	sphere	system	tradition	source	prerequisites	description
Distant Icon	Gladiator	Combat	Martial	[SA:MD2]		You do not gain the demoralization ability nor the Strike Fear demoralization and cannot select (demoralization) talents. You gain Theatrical Boast with this drawback.<br>Incompatible: Braggart, Dazzling Icon, Focused Menace, Humble Combatant.
Entertainer	Gladiator	Combat	Martial	[Warden]		Whenever this sphere uses or grants ranks in Intimidate or calls for an Intimidate check, you instead gain or use ranks in Perform or attempt a Perform check, with the specific Perform skill chosen at the time of gaining this drawback. This drawback does not grant a bonus talent; removing this drawback does not require spending a talent, but requires GM permission. You use Perform ranks in place of Intimidate ranks for prerequisites for feats and talents that require the Gladiator sphere.
Focused Menace	Gladiator	Combat	Martial	[Youxia HB]		You do not gain the Strike Fear demoralization. You gain Duel Of Wills with this drawback. Incompatible: Braggart
Huge Personality	Gladiator	Combat	Martial	[LotS]		You do not gain the Prowess (boast) and cannot use the boast ability if you have no (boast) talents. You gain Awesome Impression as a bonus talent.
Humble Combatant	Gladiator	Combat	Martial			You do not gain the boast ability nor the Prowess boast and cannot select (boast) talents. You gain Uncowed with this drawback. You may not possess both this and the Braggart drawback.
Retort	Gladiator	Combat	Martial	[SA:MD]		You do not gain the ability to perform a boast after confirming a critical hit, reducing an enemy to 0 or fewer hit points, or succeeding on a combat maneuver. You gain Fan Favorite with this drawback.<br>Incompatible: Humble Combatant.
Showboater	Gladiator	Combat	Martial	[LotS]		You do not gain the strike fear ability. You gain either Distracting Display or Performance Fighter as a bonus talent. If you also select the Huge Personality drawback, you can take the Gladiator sphere using a [utility] talent slot as if both drawbacks had the [utility start] tag.
Attentive Assistant (requires patrol package)	Guardian	Combat	Martial	[SA:MD2]		You do not gain a delayed damage pool and may not select any talent which relies on the delayed damage pool. You gain Assist with this drawback.<br>Incompatible: Indifferent Defender, Victorious Challenger, Without Delay.
Bodyguard	Guardian	Combat	Martial	[SA:MD]		You do not gain a Guardian package. You gain Defend Other with this drawback.<br>Incompatible: Indifferent Defender.
Indifferent Defender	Guardian	Combat	Martial			You do not get to select a Guardian package. You gain Greater Delayed Damage with this drawback. You may not possess both this and the Without Delay drawback.
Opportunist	Guardian	Combat	Martial	[SA:MD2]		You do not gain a Guardian package. You gain Swift Reflexes with this drawback.<br>Incompatible: Bodyguard, Indifferent Defender.
Victorious Challenger	Guardian	Combat	Martial	[SA:MD]		You do not gain a delayed damage pool and may not select any talent which relies on the delayed damage pool. You gain Flush Of Victory with this drawback.<br>Incompatible: Indifferent Defender, Without Delay.
Without Delay	Guardian	Combat	Martial			You do not gain a delayed damage pool and may not select any talent which relies on the delayed damage pool. You must take Swift Guardian with this drawback. You may not possess both this and the Indifferent Defender drawback.
Close Pursuit	Lancer	Combat	Martial	[SA:MD]		You do not gain the impale ability and cannot select (impale) talents or talents that rely on impale. You gain Adamant Stalker with this drawback.<br>Incompatible: Clumsy Stabber.
Clumsy Stabber	Lancer	Combat	Martial			You do not gain the ability to impale a creature. You may not take talents with the (impale) descriptor. You gain Whirlwind Knockdown with this drawback.
Construct Controller	Leadership	Combat	Martial			Requires (cohort) package.<br>You cannot recruit living cohorts. You must choose the Constructor talent with the bonus talent gained from this drawback and may only recruit cohorts with the construct type. Whenever this sphere uses or grants ranks in Diplomacy or calls for a Diplomacy check, you instead gain ranks in Knowledge (engineering) or make a Knowledge (engineering) check. You use Knowledge (engineering) ranks in place of Diplomacy ranks for prerequisites for feats and talents that require the Leadership sphere.<br>If you possess the (followers) package, your followers are constructs. They require no supplies, but also do not gather supplies for you.
Cult Leader	Leadership	Combat	Martial			Whenever this sphere uses or grants ranks in Diplomacy or calls for a Diplomacy check, you instead gain ranks in Bluff or make a Bluff check. This drawback does not grant a bonus talent; removing this drawback does not require spending a talent, but requires GM permission. You use Bluff ranks in place of Diplomacy ranks for prerequisites for feats and talents that require the Leadership sphere. If you possess both the Leadership and Fencing spheres, you gain a competence bonus on Bluff checks equal to half your base attack bonus instead of retraining the ranks a second time.
Dread Master	Leadership	Combat	Martial			Whenever this sphere uses or grants ranks in Diplomacy or calls for a Diplomacy check, you instead gain ranks in Intimidate or make an Intimidate check. This drawback does not grant a bonus talent; removing this drawback does not require spending a talent, but requires GM permission.<br>You use Intimidate ranks in place of Diplomacy ranks for prerequisites for feats and talents that require the Leadership sphere.<br>If you possess both the Leadership and Gladiator spheres, you gain a competence bonus on Intimidate checks equal to half your base attack bonus instead of retraining the ranks a second time.
Mind Bender	Leadership	Combat	Martial			Requires (cohort) package.<br>Your recruit ability relies on subconsciously mystical mental manipulation. Your cohorts are considered to be under a magical (charm) effect with a caster level equal to your Hit Dice and a magic skill defense equal to 11 + your ranks in Diplomacy. Any effect that would suppress or dispel such an effect releases a cohort from your influence. Creatures so released are hostile toward you. You must choose the Brainwash talent with the bonus talent gained from this drawback and must apply it to all creatures you recruit.
Sedentary	Leadership	Combat	Martial			Requires (followers) package.<br>You gain the Base of Operations talent as the bonus talent for this drawback. You do not gain a group of followers other than via that talent, so your followers cannot form a caravan.
Squad Leader	Leadership	Combat	Martial			Requires (cohort) package.<br>You may only recruit troops, not individual cohorts. You must choose the Squad talent as the bonus talent gained from this drawback.
Summoner	Leadership	Combat	Martial	[Apoc]		Source: Spheres Apocrypha: Cohorts & Companions<br>Requires (cohort) package.<br>You cannot recruit cohorts native to the plane you are on and must instead recruit them from outer planes. You must choose the Friends in High Places talent with the bonus talent gained from this drawback and may only recruit cohorts with the outsider type. Your cohorts are considered to be summoned creatures with the effect having a caster level equal to your Hit Dice and a magic skill defense equal to 11 + your ranks in Diplomacy. Any effect that would suppress or dispel such an effect dismisses your cohort as well (you are free to try to reach them again later when you have the opportunity).
Undead Servants	Leadership	Combat	Martial			Requires (cohort) package.<br>You cannot recruit living cohorts. You must choose the Master of the Dead as the bonus talent gained from this drawback and may only recruit cohorts of the undead type.<br>Whenever this sphere uses or grants ranks in Diplomacy or calls for a Diplomacy check, you instead gain ranks in Knowledge (religion) or make a Knowledge (religion) check. You use Knowledge (religion) ranks in place of Diplomacy ranks for prerequisites for feats and talents that require the Leadership sphere.<br>If you possess the (followers) package, your followers are undead. They require no supplies, but also do not gather supplies for you. Your followers will be unwelcome in many settlements.
Closed Hand	Open Hand	Combat	Martial	[SA:MD2]		You do not gain the sweep ability. You gain Shattering Palm with this drawback.<br>Incompatible: Enlightened Focus, Hardened Palm, Savage Combatant, Soft Style.
Enlightened Focus	Open Hand	Combat	Martial	[SA:MD]		You do not gain the sweep ability. You gain Mystic Fists with this drawback.<br>Incompatible: Hardened Palm, Savage Combatant.
Hardened Palm	Open Hand	Combat	Martial	[SA:MD]		You do not gain the sweep ability. You gain Iron Fist with this drawback.<br>Incompatible: Enlightened Focus, Savage Combatant.
Savage Combatant	Open Hand	Combat	Martial			You do not gain the sweep ability. You must take Tear Flesh as the bonus talent gained from taking this drawback.
Soft Style	Open Hand	Combat	Martial	[SA:MD2]		The Open Hand sphere does not grant increased unarmed damage, confer the benefits of Improved Unarmed Strike, or count as a sphere focused on unarmed combat. You do not treat Improved Unarmed Strike as an associated feat, and cannot select this drawback if you gained the Open Hand sphere instead of gaining Improved Unarmed Strike. You gain Greater Trip with this drawback.<br>Incompatible: Closed Hand, Enlightened Focus, Hardened Palm, Savage Combatant
Clever Dodge	Scoundrel	Combat	Martial	[SA:MD2]		You do not gain the swift hands or marked target abilities. You gain Misdirected Attack with this drawback.<br>Incompatible: Hidden Scoundrel, Natural Rogue, Thuggish Theft.
Hidden Scoundrel	Scoundrel	Combat	Martial	[SA:MD]		You do not gain the swift hands or marked target abilities. You gain Bob And Weave with this drawback.<br>Incompatible: Natural Rogue, Opportunist
Natural Rogue	Scoundrel	Combat	Martial			You do not gain the swift hands ability. You gain Master Thief with this drawback.
Opportunist	Scoundrel	Combat	Martial	[SA:MD]		You do not gain the marked target ability. You gain Filthy Distraction with this drawback.<br>Incompatible: Hidden Scoundrel.
Soft Touch (Utility Start)	Scoundrel	Combat	Martial	[LotS]		Your marked target ability does not cause the battered condition. You gain Meddling Mark as a bonus talent.
Thuggish Theft	Scoundrel	Combat	Martial	[SA:MD2]		You do not gain the swift hands ability. You gain Counter Theft with this drawback.<br>Incompatible: Clever Dodge, Hidden Scoundrel, Natural Rogue.
Unrefined Thievery (Utility Start)	Scoundrel	Combat	Martial	[LotS]		You do not gain the swift hands ability. You gain Brazen Snatcher as a bonus talent.
Extended Vigilance (Utility Start)	Scout	Combat	Martial	[LotS]		You do not gain the scout ability and cannot select talents that rely on the scout ability. You gain one of Identify Structural Hazards, Sense And Resist Scrying, or Track The Scene with this drawback.
Hidden Eyes	Scout	Combat	Martial			You do not gain the scout ability of the Scout sphere. You cannot take talents which rely on the Scout ability. You must take Active Camouflage as the bonus talent gained from taking this drawback.
Hunter’s Eye	Scout	Combat	Martial	[SA:MD]		Your scout ability cannot be used to identify a creature’s weaknesses, though you may still use it to activate any talents that rely on it. You gain Discern Condition with this drawback.<br>Incompatible: Hidden Eyes.
People Watcher (Utility Start)	Scout	Combat	Martial	[LotS]		You do not gain ranks in Stealth from the base sphere and cannot select talents that rely on or improve the Stealth skill. You gain Discern Tells with this drawback.
Sentry	Scout	Combat	Martial	[SA:MD]		You do not gain ranks in Stealth from the base sphere and cannot select talents that rely on or improve the Stealth skill. You gain Somnambulance with this drawback.<br>Incompatible: Hidden Eyes, Veteran Warrior.
Tracker	Scout	Combat	Martial	[SA:MD2]		You do not gain ranks in Stealth from the base sphere and cannot select talents that rely on or improve the Stealth skill. You gain Track The Scene with this drawback.<br>Incompatible: Sentry, Veiled, Veteran Warrior.
Veiled	Scout	Combat	Martial	[SA:MD2]		You do not gain the scout ability and cannot select talents that rely on the scout ability. You gain Hidden Appearance with this drawback.<br>Incompatible: Hidden Eyes, Hunter’s Eye, Sentry, Tracker
Veteran Warrior	Scout	Combat	Martial	[Youxia HB]		You do not gain ranks in Stealth from the base sphere and cannot select talents that rely on or improve the Stealth skill. You gain Study Technique with this drawback. Incompatible: Hidden Eyes
Aggressive Defense	Shield	Combat	Martial	[SA:MD2]		You do not increase your shield bonus to AC when using active defense. You gain Punch Block with this drawback, and must apply its effects whenever you use active defense.<br>Incompatible: Hostile Shield, Mobile Bulwark, Passive Blocker.
Hostile Shield	Shield	Combat	Martial	[SA:MD]		You do not gain the active defense ability and cannot select (deflect) talents or other talents that rely on active defense. You gain Bashing Shield with this drawback.<br>Incompatible: Passive Blocker.
Mobile Bulwark	Shield	Combat	Martial	[SA:MD2]		You do not gain the active defense ability and cannot select (deflect) talents or other talents that rely on active defense. You gain Flexible Cover with this drawback.<br>Incompatible: Hostile Shield, Passive Blocker.
Passive Blocker	Shield	Combat	Martial			You do not gain the active defense ability and cannot take (deflect) talents or other talents that require the use of active defense. You gain Deflecting Shield with this drawback.
Ablative Fire	Sniper	Combat	Martial	[SA:MD2]		You do not gain the deadly shot ability and cannot select (snipe) talents or other talents that rely on deadly shot. You gain Targeted Assault with this drawback.<br>Incompatible: Close Quarters Shooter
Close Quarters Shooter	Sniper	Combat	Martial			You may only perform a deadly shot within the first range increment of your ranged weapons, and treat the range increment of any ranged weapon used when making a deadly shot as 30 ft., unless it would normally be lower. You must take Push Shot with the bonus talent granted by this drawback.
Collateral Damage	Sniper	Combat	Martial	[SA:MD]		You do not ignore the usual -4 penalty to shoot or throw ranged weapons at a creature engaged in melee. You do not treat Precise Shot as an associated feat, and cannot select this drawback if you gained the Sniper sphere instead of gaining Precise Shot. You gain Breaking Blast with this drawback.
Selective Targeting	Sniper	Combat	Martial	[SA:MD2]		You do not ignore the usual -4 penalty to shoot or throw ranged weapons at a creature engaged in melee. You do not treat Precise Shot as an associated feat, and cannot select this drawback if you gained the Sniper sphere instead of gaining Precise Shot. You gain Trap Technician with this drawback.<br>Incompatible: Collateral Damage.
Alternative-Craft	Tech	Combat	Martial			Whenever this sphere uses or grants ranks in Craft (mechanical) or calls for a Craft (mechanical) check, you instead gain ranks in a Craft or Profession or attempt a Craft or Profession check. It is also substituted for all checks made to craft the items in question. The particular skill used is determined by the GM when you first gain this drawback. You use your ranks in the chosen skill instead of Craft (mechanical) when determining saving throws and Tech sphere effects. This drawback does not grant a bonus talent; removing this drawback does not require spending a talent, but requires GM permission. You use ranks in the chosen skill in place of Craft (mechanical) for prerequisites for feats and talents that require the Tech sphere.
Environmental Fuel Source	Tech	Combat	Martial			You cannot create charges without some outside source determined by the GM, such as requiring a moving river to push a wheel, or tapping into a magical leyline.
Expensive Fuel Source	Tech	Combat	Martial			You cannot create charges from nothing and require specific material as determined by the GM (such as miniature batteries or refined oil). Whatever the exact nature of the fuel source it should cost 1 silver piece per charge at a minimum. While this means you could carry around more of your fuel source at once, it still must be processed into charges using the normal recharge time.
Expensive Gadgets	Tech	Combat	Martial			The materials gathered over the day and the engineering kit are not enough to produce your inventions. Each gadget you make requires a cost of 1 sp per rank in Craft (mechanical) used to produce it, and if a gadget requires the gathering of expensive material components (such as drones) you do not have the option to spend time to gather the materials and must spend the cost in full to create them.
Explosive Gadgets	Tech	Combat	Martial			Your creations use an explosive fuel source as their source of energy. Gain the Self Destructive Device talent with this drawback. Whenever any of your gadgets are damaged they must attempt a check using your Craft (mechanical) modifier with a DC equal to the damage taken.<br>On a failure the gadget explodes as if instructed to self destruct. A gadget will automatically fail this check if it is destroyed.
Extended Charge	Tech	Combat	Martial			Adding charges to your charge pool requires 2 hours of work, or 1 hour if you have access to an engineering kit. Incompatible: Generated Power
Generated Power	Tech	Combat	Martial			Gain the Generator legendary talent from this drawback. You lose the ability to innately add charges to your charge pool and can only charge gadgets using generators. Incompatible: Extended Charge
Imbued Gadgets	Tech	Combat	Martial			With this drawback you gain the Vigorous Gadgets legendary talent. Your drones and gadgets are harmed by the energy type you did not select.
Incomplete Knowledge	Tech	Combat	Martial			You do not automatically succeed on activation checks for gadgets you create and must succeed on a Craft (mechanical) check as normal.
Mana Engineering	Tech	Combat	Martial			Your gadgets use magical elements as part of their designs. This makes the effects your gadgets create magical in nature and subject to spell resistance. In addition their effects may be dispelled by dispel magic and other such similar effects and your gadgets and drones are treated as magic items for the purposes of dispelling effects (drones with their magical properties suppressed are stunned, ignoring any immunities).
Obvious Activation	Tech	Combat	Martial			Your gadgets generate a tell-tale sign when activated; for example, they make a loud noise, spew smoke, or generate loud singing noises. An activated gadget automatically breaks stealth, and whenever you activate a gadget all creatures within 60 feet who are observing you know which gadget you used, and qualities it possesses.
Specific Drone	Tech	Combat	Martial			When you first gain the Tech sphere, you must choose the Drone talent as your starting gadget. You gain the Alchemical Drone, Clockwork Drone, Robot Drone or Steampowered Drone legendary talent with this drawback. All the drones you create must be of that type.
Uninsulated	Tech	Combat	Martial			Your creations are vulnerable to certain environments. Choose one of the following conditions or speak with your GM about finding another appropriate one: being doused in water, being exposed to magnets, being exposed to sand particles. Whenever your gadgets are exposed to such an environment they must succeed at a Fortitude save against your Tech sphere DC or become nonfunctional and immediately deactivate. A gadget can be made functional after 30 minutes of cleaning up the exposed part (15 minutes with an engineering kit).
Unsecured	Tech	Combat	Martial			Your creations are sloppily designed making them vulnerable to being controlled. You must select the Remote Control talent as your first (gadget) talent. Your gadgets (including drones) receive a -2 penalty to all saves to oppose any effects that explicitly control or effect technology (such as Technomancy sphere sprites). In place of a bonus talent, you gain the Remote Hacking feat as a bonus feat. You cannot gain the Improved User Interface talent while you possess this drawback.
Wired Gadgets	Tech	Combat	Martial			Gain the Signal Cable talent with this drawback. Your gadgets lose their innate signal and require a signal cable to connect to one another.
Powerless	Tinker	Combat	Martial	[SUE]		You and gizmos you craft cannot deplete batteries or benefit from battery use abilities (or similar resources that behave like batteries, such as the Biofuel feat’s biofuel charges).
Specialized Inventorship	Tinker	Combat	Martial	[SUE]		You do not gain a Tinker package. You gain any Tinker sphere talent that does not require a package.<br>Note: You may not take the Expanded Tinkering talent while you possess this drawback, you must “buy back” this drawback to gain your first Tinker package.
Specific Mechanoids	Tinker	Combat	Martial	[SUE]		When you first gain the (transportation) Tinker package, choose one of the templates offered by the Advanced Transportation legendary talent. All mechanoids you craft must have that template, and if you selected the biological construct template, you must choose a single creature type for all of your mechanoids to possess with that template.<br>This drawback does not grant a bonus talent.<br>Note: This Tinker sphere drawback grants the benefits of a legendary talent to enable certain thematic options. GMs should approve this drawback the same as they would individually approve a legendary talent.
Tinker Tradition	Tinker	Combat	Martial	[SUE]		You gain a Tinker tradition (see Section 4.4: Gamemaster’s Toolkit, Tinker Traditions for more).<br>Special: Unlike a normal sphere drawback, gaining a Tinker tradition grants you 1 bonus Tinker talent per 2 Tinker tradition drawbacks your Tinker tradition possesses.
Adoorable	Trap	Combat	Martial	[SA:MT]		You gain the Trap Door talent as the bonus talent gained from this drawback and cannot create (dart) traps. You can create (snare) traps but they do not have any effect outside of triggering your trap doors (as per the triggered trait). If you have the Slow Worker drawback you must always take 10 minutes to craft your doors.<br>Incompatible: Battle Trapper, Dismantler, Focused Trapper.
Alternative-Trap	Trap	Combat	Martial	[IHB2]		Whenever this sphere uses or grants ranks in Craft (traps) or calls for a Craft (traps) check, you instead gain ranks in a Craft or Profession or attempt a Craft or Profession check. The particular skill used is determined by the GM when you first gain this drawback. You use your ranks in the chosen skill instead of Craft (traps) when determining saving throws and Trap sphere effects. It is also substituted for all checks made to craft the items in question. This drawback does not grant a bonus talent; removing this drawback does not require spending a talent, but requires GM permission. You use ranks in the chosen skill in place of Craft (traps) for prerequisites for feats and talents that require the Trap sphere.
Battle Trapper	Trap	Combat	Martial			You may not set traps. You must select the Trap Wielder talent with the bonus talent gained from this drawback. You may not have both this and the Slow Worker drawback.
Dismantler	Trap	Combat	Martial	[Conq. HB]		You do not gain the ability to set traps, including the darts trap and the tripwire snare. You must choose Trap Finder with the bonus talent gained from this drawback.<br>Incompatible: Battle Trapper, Expensive Traps, Focused Trapper, Mana Traps, Slow Worker.
Expensive Traps	Trap	Combat	Martial	[IHB2]		The materials gathered over the day and the trap bag are not enough to create your traps. Each trap you make requires a cost of 1 silver piece per rank in Craft (traps) used to produce it. They still degrade naturally as normal.
Focused Trapper	Trap	Combat	Martial			Choose either dart or snare traps. You may not place or otherwise use traps of the chosen type. You must take Trapper’s Recovery with this drawback.
Mana Traps	Trap	Combat	Martial	[IHB2]		Your traps use magical elements as part of their designs. This makes the effects your traps create magical in nature and subject to spell resistance. In addition their effects may be dispelled by dispel magic and other such similar effects and your traps are treated as magic items for the purposes of dispelling effects.
Slow Worker	Trap	Combat	Martial			You must take at least one minute to set up a trap. You must take Persistent Trap with the bonus talent gained from this drawback, and suffer the limitations of that talent whenever you set a trap. You may not have both this and the Battle Trapper drawback.
Barbaric Shout	Warleader	Combat	Martial			You do not gain the tactic ability and cannot take (tactics) talents. You gain Breath Support with this drawback.
Conductor	Warleader	Combat	Martial	[High. HB]		Whenever this sphere uses or grants ranks in Diplomacy or calls for a Diplomacy check, you instead gain ranks in Perform or attempt a Perform check. You use your ranks in Perform instead of Diplomacy when determining saving throws. This drawback does not grant a bonus talent; removing this drawback does not require spending a talent, but requires GM permission. You use Perform ranks in place of Diplomacy ranks for prerequisites for feats and talents that require the Warleader sphere.<br>Author's Note: If you possess multiple spheres that grant ranks in the same Perform subskill, you gain a competence bonus on those Perform checks equal to half your base attack bonus instead of retraining the ranks multiple times. This is only applied once.
Impeccable Command	Warleader	Combat	Martial	[SA:MD]		You do not gain the shout ability and cannot select (shout) talents or other talents that rely on shout. You gain Verbal Commands with this drawback.<br>Incompatible: Barbaric Shout, Lead By Example, Meek Leader.
Interjector	Warleader	Combat	Martial	[LotS]		You do not gain the shouts ability. You gain Verbal Counter as a bonus talent.
Lead By Example	Warleader	Combat	Martial	[Conq. HB]		You may only use a shout while threatening an enemy. You must take Triumph with the bonus talent gained through this drawback.<br>Incompatible: Meek Leader.
Meek Leader	Warleader	Combat	Martial			You do not gain the shout ability. You cannot take (shout) talents. You must take Courier’s Dash with the bonus talent gained through this drawback.
Quiet Planner	Warleader	Combat	Martial	[SA:MD2]		You do not gain the shout ability and cannot select (shout) talents or other talents that rely on shout. You gain Preparation with this drawback.<br>Incompatible: Barbaric Shout, Impeccable Command, Lead By Example, Meek Leader.
Social Strategist	Warleader	Combat	Martial	[LotS]		You do not gain the tactics ability. You gain Rallying Beseechment as a bonus talent. If you also select the Interjector drawback, you can take the Warleader sphere using a [utility] talent slot as if both drawbacks had the [utility start] tag.
Social Tactician	Warleader	Combat	Martial	[SA:MD2]		You do not gain the tactics ability and cannot select (tactics) talents or other talents that rely on tactics. You gain Verbal Counter with this drawback.<br>Incompatible: Barbaric Shout, Impeccable Command.
War Propagandist (Utility Start)	Warleader	Combat	Martial	[LotS]		You do not gain the tactics ability nor Fierce Shout. You gain Rallying Beseechment and Inspiring Speech instead.
Constrictor	Wrestling	Combat	Martial	[SA:MD2]		The Wrestling sphere does not grant increased unarmed damage, confer the benefits of Improved Unarmed Strike, or count as a sphere focused on unarmed combat. You do not treat Improved Unarmed Strike as an associated feat, and cannot select this drawback if you gained the Wrestling sphere instead of gaining Improved Unarmed Strike. You gain Hammerlock with this drawback.
Jobber	Wrestling	Combat	Martial			You do not gain the snag ability of the Wrestling sphere and must take Last Chance Grapple with the bonus talent granted by taking this drawback.
Stage Wrestler	Wrestling	Combat	Martial	[SA:MD]		You do not gain the snag ability. You gain Worked Match with this drawback.<br>Incompatible: Jobber.
Anchored Craftsmanship	Tinker	Combat	Tinker			Your gizmos rely on a hub or “anchor” when functioning, either by drawing power from that anchor, relying on that anchor to manifest hardened holographs, or elsewise.<br>You may craft an “anchor” as gizmo that does not count against your gizmo limit. An anchor does not need to be activated and functions for the purposes of this drawback so long as it is not destroyed.<br>Other gizmos you craft (including projects) are attuned to an anchor as a 1-minute process. Your gizmos do not function unless within close range of its attuned anchor; this functions as a (transmission) package transmitter and is treated as a signal created by a gizmo you crafted. If a gizmo would leave close range of its attuned anchor, the gizmo becomes depleted until it is within the anchor’s signal range (returning to normal functionality).<br>Anchors may be crafted as projects, requiring 10 gp of project material. An anchor crafted as a project may only allow other projects to be attuned to it (i.e. for creating permanent infrastructure).
Damage Vulnerability	Tinker	Combat	Tinker			Your gizmos have some notable flaw - soft sacs which can be pierced, easily flammable wiring, short-circuitable machinery.<br>Choose one damage type. Your gizmos gain vulnerability against the chosen damage type (taking 50% increased damage); your gizmos take full damage from the chosen damage type (and do not halve incoming damage from ranged attacks or energy damage of the chosen type due to their hardness). If you craft a gizmo that inflicts the chosen damage type, would provide damage reduction or resistance, or otherwise “choose” the chosen damage type, its effective gizmo level is halved (minimum 1).<br>A mechanoid crafted using this Tinker tradition drawback gains vulnerability against the chosen damage type.<br>Note: The damage types are physical (bludgeoning, piercing, slashing) or energy (acid, cold, electricity, fire, force, sonic). Force and sonic damage are rarer, compared to other damage types, and should infrequently be the chosen damage type. In certain cases, a specific source of damage may also be appropriate (i.e. damage from cold iron weapons).<br>For the purposes of this drawback, “inflicts the chosen damage type” does not include ordinary weapons or natural attacks (such as crafting a dagger or a claw attack on a prosthetic).
Deleterious Charge	Tinker	Combat	Tinker			Your batteries require a great deal of vitality to fuel, causing you harm with each use.<br>Whenever the user depletes a battery (normally when using a gizmo’s battery use ability), the user suffers 1 point of nonlethal damage that cannot be avoided by nonlethal damage immunity or damage reduction, and cannot be healed through any means except rest (a full night's rest heals all nonlethal damage caused by this drawback at once). The nonlethal damage dealt by this Tinker drawback increases by 1 point for every 5 gizmo levels the gizmo possesses.
Delicate	Tinker	Combat	Tinker			The Tinker practitioner’s gizmos consist of delicate parts that cannot be reinforced.<br>Gizmos the Tinker practitioner crafts do not innately gain hardness and do not take reduced damage from energy damage and ranged attacks.<br>A mechanoid crafted using this Tinker tradition drawback instead receives -1 hit points per Hit Dice.<br>Normal: Objects take half damage from energy damage and ranged weapon attacks, unless the energy damage would be effective against an object of that kind (i.e. fire damage to a gizmo made of paper) or a ranged weapon intended to harm objects (i.e. siege weapons).
Double Major	Tinker	Combat	Tinker			The crafted mechanisms require more than just being made. They require artistry, thought, or effort beyond the norm.<br>Choose 1 skill other than the Tradition’s associated skill (the “secondary chosen skill”). All Tinker sphere effects and abilities that would depend on the Tinker practitioner’s ranks in the associated skill depend on the lower of the practitioner’s ranks in the associated skill and ranks in the secondary chosen skill. Whenever the Tinker sphere would require an associated skill check, such as a proficiency check, the gizmo requires a check using the lower of the user’s bonus between the associated skill and secondary chosen skill.<br>The Tinker sphere grants bonus ranks in the associated skill, as it normally does, but does not grant bonus ranks in the secondary chosen skill.<br>Note: Because a Tinker tradition’s associated skill is already subject to GM discretion, a “second” associated skill does not always need to be as restrictive, such as an on-theme Knowledge, but should still avoid generically useful skills such as Perception.<br>Example: A Tinker tradition has the double major Tinker drawback for Profession (glassmaker) and has the default associated skill for Craft (mechanical). The Tinker practitioner’s effects would rely on whichever skill has less ranks when using the Tinker sphere. If the practitioner has 10 ranks in Craft (mechanical) and 7 ranks in Profession (glassmaker), the practitioner’s effects would rely on the 7 ranks when determining abilities and effects.
Energized Feedback	Tinker	Combat	Tinker			Your gizmos spit sparks and fire, biting back at those that would attempt to use them.<br>Choose one energy type (acid, cold, electricity, fire). Whenever your gizmos become depleted or the user activates a battery use ability, the user takes damage (of the chosen energy type) equal to 1/2 the gizmo’s gizmo level (minimum 1). This damage only occurs once (i.e. depleting a battery to activate a battery use ability only inflicts damage once).<br>Note - Explosive Instability: If a Tinker tradition possesses both this drawback and the Explosive Instability drawback, the chosen energy type should be the same (subject to GM discretion).
Environmental Dependency	Tinker	Combat	Tinker			Where some gizmos might be disturbed by an environmental factor, these gizmos thrive in them, whether by utilizing wind to comply with their power needs, being submersed to disperse heat, or elsewise.<br>Choose one or more environmental factors (see the Environmental Vulnerability Tinker drawback for examples). Your gizmos have their effective gizmo level reduced by -2, increasing by -1 per 10 gizmo levels, when not exposed to one or more of their environmental dependencies; if the gizmo’s gizmo level would be reduced to 0, it immediately deactivates.<br>A mechanoid crafted using this Tinker tradition drawback instead suffers a -1 penalty to all d20 rolls when not exposed to its environmental dependency.<br>Example: A Tinker tradition specializing in aquatic machinery might require being submerged, partially or wholly, in water. If not in that condition, gizmos subject to that tradition are less functional.
Environmental Vulnerability	Tinker	Combat	Tinker			The inner machinations of your gizmos are disrupted by environmental turbulence, be that high winds, sand and grime, or other impeding factors.<br>Choose one or more of the following environmental factors: aridity, cold, heat, mud and/or sand, water, wind, or with other environmental factors available at GM discretion (e.g. radiation, magnetic waves, etc.). Chosen environmental factors are referred to as the gizmo’s “environmental vulnerability” or “environmental vulnerabilities”.<br>Whenever your activated gizmos are exposed to an environmental vulnerability, the gizmo must attempt a Fortitude save against the originating effect’s DC. If the environmental vulnerability does not have a saving throw DC (such as a gizmo being submerged in a pool of water, dropped in a sandy dune, or exposed to unfavorable weather), the gizmo instead attempts its Fortitude saving throw against 10 + 1/2 its gizmo level.<br>If a gizmo fails its saving throw against an environmental vulnerability, the gizmo deactivates within a number of rounds equal to 1 + its practitioner modifier and becomes depleted until the Tinker practitioner can repair it when maintaining their gizmos. If the gizmo leaves the environmental vulnerability before this number of rounds ends, it does not deactivate.<br>Environmental vulnerabilities that are ongoing (such as rain or a sandstorm) require the gizmo to attempt a new saving throw every 10 minutes of continuous exposure after the initial saving throw.<br>Note: An environmental condition that is rare or specific (i.e. “electromagnetic waves”) should only be allowed if the setting has that environmental condition with enough regularity.<br>If using Spheres of Power, environmental vulnerabilities created by the Weather sphere generally require a saving throw when at severity 3 or higher, subject to GM discretion.
